< discourse , 22.txt >
< distrust , 8.txt >
< directed , 21.txt >
< due , 12.txt >
< dead , 10.txt >
< dependence , 14.txt >
< designs , 2.txt >
< disbelief , 18.txt >
< drawn , 2.txt >
< during , 1.txt >
< devitalized , 6.txt >
< don't , 18.txt >
< dance , 4.txt >
< don't , 18.txt >
< drifted , 10.txt >
< distances , 11.txt >
< dont , 1.txt >
< discovers , 24.txt >
< day , 15.txt >
< drag , 18.txt >
< depth , 22.txt >
< delight , 16.txt >
< divisible , 22.txt >
< divers , 22.txt >
< dead , 20.txt >
< didn't , 9.txt >
< dress , 2.txt >
< draw , 5.txt >
< discussing , 13.txt >
< different , 22.txt >
< difficult , 11.txt >
< dont , 1.txt >
< disproportion , 20.txt >
< dogged , 15.txt >
< down , 11.txt >
< drew , 19.txt >
< depth , 23.txt >
< distorted , 16.txt >
< divisible , 23.txt >
< didn't , 15.txt >
< daisy's , 13.txt >
< divers , 23.txt >
< dressed , 2.txt >
< daisy , 13.txt >
< daisy , 13.txt >
t >
< daisy , 13.txt >
 >
< different , 23.txt >
< darted , 4.txt >
< distance , 11.txt >
< daisy , 13.txt >
< dai , 13.txt >
< don't , 15.txt >
< distance , 11.txt >
< does , 18.txt >
< designing , 2.txt >
< down , 4.txt >
< demonstrations , 22.txt >
< do , 2.txt >
< dressing , 1.txt >
< dwelt , 16.txt >
< done , 14.txt >
< dogmatism , 25.txt >
< deceived , 21.txt >
< duty , 14.txt >
< deep , 18.txt >
< done , 7.txt >
< down , 11.txt >
< dont , 1.txt >
< demonstrations , 23.txt >
< day , 15.txt >
< devoted , 5.txt >
< did , 16.txt >
< demonstrations , 22.txt >
< distract , 18.txt >
< dispose , 17.txt >
< drawers , 1.txt >
< damsel , 7.txt >
t >
< dogmatic , 25.txt >
< dressed , 7.txt >
< dome , 8.txt >
< dress , 7.txt >
< dignities , 16.txt >
< don't , 20.txt >
< dad , 9.txt >
< demonstrations , 23.txt >
< do , 15.txt >
< do , 1.txt >
< doze , 13.txt >
< did , 9.txt >
< down , 22.txt >
< do , 20.txt >
< dear , 11.txt >
< difficult , 25.txt >
< don't , 2.txt >
< desire , 16.txt >
< daze , 13.txt >
< door , 13.txt >
< did , 2.txt >
< did , 16.txt >
< design , 2.txt >
< disposal , 1.txt >
< devoting , 17.txt >
< drove , 19.txt >
< death , 4.txt >
< down , 12.txt >
< demonstrations , 22.txt >
< down , 23.txt >
< design , 2.txt >
< double , 4.txt >
< don't , 3.txt >
< do , 11.txt >
< dignity , 12.txt >
< dress , 1.txt >
< dusk , 19.txt >
< damned , 20.txt >
< do , 16.txt >
< don't , 15.txt >
t >
< distance , 19.txt >
< demeaning , 17.txt >
< dear , 11.txt >
< door , 12.txt >
< demonstrations , 23.txt >
< dad , 9.txt >
< doesn't , 15.txt >
< distinctly , 22.txt >
< depreciated , 25.txt >
< demand , 17.txt >
< divine , 14.txt >
< down , 4.txt >
< dead , 18.txt >
< defending , 8.txt >
< despairing , 13.txt >
< dress , 1.txt >
< disgrace , 15.txt >
< dark , 1.txt >
< deeds , 10.txt >
< do , 21.txt >
< deal , 3.txt >
< distinctly , 23.t< did , 22.txt >
< daring , 8.txt >
< done , 15.txt >

< day , 12.txt >
< death , 4.txt >

< do , 20.txt >
< doing , 7.txt >
< deep , 6.txt >
< duty , 7.txt >
< desert , 11.txt >
< did , 23.txt >
< death , 4.txt >
< do , 9.txt >
< do , 9.txt >
< door , 13.txt >
< do , 21.txt >
< destroyed , 18.txt >
< died , 8.txt >
< desired , 24.txt >
< desolation , 11.txt >
< directions , 18.txt >
< door , 12.txt >
< distinctly , 7.txt >
< did , 16.txt >
< day , 13.txt >
< done , 9.txt >
< directed , 18.txt >
< down , 13.txt >
< did , 10.txt >
< dark , 3.txt >
< debts , 7.txt >
< door , 18.txt >
< disposition , 5.txt >
< don't , 17.txt >
< done , 5.txt >
< drag , 19.txt >
< death , 8.txt >
< din , 8.txt >
< district , 17.txt >
< dignity , 13.txt >
< during , 1.txt >
< didn't , 13.txt >
< don't , 2.txt >
< dislike , 17.txt >
< dead , 9.txt >
< disturbed , 11.txt >
< duck , 19.txt >
< did , 16.txt >
< door , 12.txt >
< die , 20.txt >
< down , 12.txt >
< doubt , 24.txt >
< derive , 21.txt >
< daria , 19.txt >
< day , 4.txt >
< drowns , 20.txt >
< doubting , 21.txt >
< didn't , 15.txt >
< door , 18.txt >
< down , 18.txt >
< deep , 11.txt >
< draw , 3.txt >
< doing , 17.txt >
< done , 19.txt >
< designs , 2.txt >
< done , 8.txt >
< drops , 9.txt >
< deeds , 8.txt >
< dryly , 15.txt >
< days , 8.txt >
< demonstration , 22.txt >
< defense , 18.txt >
< day , 5.txt >
< destroy , 24.txt >
< don't , 9.txt >
< do , 16.txt >
< damaged , 18.txt >
< determinable , 14.txt >
< declined , 4.txt >
< doubt , 25.txt >
< deep , 18.txt >
< demonstration , 23.txt >
< determining , 14.txt >
< do , 9.txt >
< difficulty , 22.txt >
< d , 19.txt >
< do , 4.txt >
< doors , 6.txt >
< displeased , 16.txt >
< died , 20.txt >
< d , 19.txt >
< difficulty , 23.txt >
< did , 16.txt >
< district , 17.txt >
< dad , 9.txt >
< deed , 8.txt >
< districts , 1.txt >
< do , 19.txt >
< down , 3.txt >
< disgusting , 9.txt >
< down , 12.txt >
< do , 24.txt >
< didn't , 15.txt >
< die , 16.txt >
< d , 19.txt >
< down , 19.txt >
< do , 24.txt >
< d'you , 9.txt >
< do , 9.txt >
< down , 1.txt >
< does , 25.txt >
< diving , 13.txt >
< die , 1.txt >
< dead , 6.txt >
< doubt , 21.txt >
< did , 20.txt >
< different , 19.txt >
< detrimental , 25.txt >
< directions , 19.txt >
< declares , 14.txt >
< did , 12.txt >
< didnt , 1.txt >
< die , 1.txt >
< did , 20.txt >
< do , 4.txt >
< day , 6.txt >
< distinct , 21.txt >
< don't , 2.txt >
< destiny , 8.txt >
< does , 14.txt >
< disease , 6.txt >
< dire , 8.txt >
< do , 4.txt >
< displayed , 10.txt >
< doom , 8.txt >
< dilapidated , 10.txt >
< done , 9.txt >
< drawing , 13.txt >
< damage , 18.txt >
< driving , 3.txt >
< district , 2.txt >
< do , 16.txt >
< does , 14.txt >
< did , 7.txt >
< doesn't , 20.txt >
< demands , 11.txt >
< distinguish , 21.txt >
< does , 25.txt >
< dominant , 18.txt >
< degree , 25.txt >
< day , 7.txt >
< deep , 1.txt >
< dark , 19.txt >
< done , 8.txt >
< door , 12.txt >
< didn't , 2.txt >
< dogmatist , 25.txt >
< dear , 4.txt >
< die , 2.txt >
< do , 4.txt >
< don't , 15.txt >
< day , 7.txt >
< driveway , 19.txt >
< distastefully , 18.txt >
< death , 25.txt >
< danger , 8.txt >
< derived , 25.txt >
< doubt , 10.txt >
< day , 12.txt >
< doom , 8.txt >
< down , 8.txt >
< do , 24.txt >
< do , 17.txt >
< do , 22.txt >
< drawing , 7.txt >
< dreams , 16.txt >
< do , 15.txt >
< do , 24.txt >
< day , 13.txt >
< do , 23.txt >
< drawn , 25.txt >
< dead , 2.txt >
< denying , 9.txt >
< different , 7.txt >
< declares , 14.txt >
< don't , 2.txt >
< distinction , 25.txt >
< disapproval , 15.txt >
< don't , 11.txt >
< did , 12.txt >
< do , 21.txt >
< dizziness , 16.txt >
< did , 4.txt >
< difference , 22.txt >
< deduced , 25.txt >
< does , 22.txt >
< down , 19.txt >
< difference , 23.txt >
< during , 17.txt >
< declined , 4.txt >
< distinctly , 21.txt >
< do , 21.txt >
< does , 23.txt >
< deep , 10.txt >
< didn't , 11.txt >
< dark , 10.txt >
< did , 16.txt >
< door , 13.txt >
< did , 16.txt >
< done , 7.txt >
< drug , 6.txt >
< down , 15.txt >
< doing , 9.txt >
< distinctness , 21.txt >
< day , 7.txt >
< determined , 24.txt >
< do , 15.txt >
< didn't , 9.txt >
< driver , 3.txt >
< depressions , 6.txt >
< directly , 11.txt >
< dreamy , 19.txt >
< damsel , 7.txt >
< day , 5.txt >
 >
< drugs , 6.txt >
< dwelt , 16.txt >
< directly , 24.txt >
< driver , 3.txt >
< do , 9.txt >
< delirium , 20.txt >
< drew , 8.txt >
< did , 4.txt >
< did , 11.txt >
< desirous , 22.txt >
< damn , 12.txt >
< down , 13.txt >
< disappeared , 7.txt >
< did , 4.txt >
< directing , 14.txt >
< desirous , 23.txt >
< daughter , 4.txt >
< determined , 24.txt >
< don't , 20.txt >
< deem , 22.txt >
< did , 4.txt >
< damn , 20.txt >
< dark , 1.txt >
< does , 18.txt >
< did , 7.txt >
< don't , 17.txt >
< determination , 24.txt >
< do , 21.txt >
< deem , 23.txt >
< d'oeuvre , 13.txt >
< door , 12.txt >
< dark , 12.txt >
< doomed , 8.txt >
< decided , 19.txt >
< dwell , 8.txt >
< door , 10.txt >
< do , 14.txt >
< designs , 13.txt >
< dreary , 8.txt >
< do , 16.txt >
< done , 17.txt >
< daughter , 4.txt >
< don't , 12.txt >
< down , 8.txt >
< dark , 13.txt >
< demands , 25.txt >
< distinction , 21.txt >
< door , 15.txt >
< dose , 6.txt >
< dining , 1.txt >
< don't , 20.txt >
< darker , 19.txt >
< days , 7.txt >
< doubted , 25.txt >
< death , 14.txt >
< drunk , 12.txt >
< do , 4.txt >
< doubting , 22.txt >
< delights , 8.txt >
< duties , 25.txt >
< dishes , 1.txt >
< disposition , 6.txt >
< doubting , 23.txt >
< don't , 2.txt >
< different , 7.txt >
< directed , 5.txt >
< depot , 19.txt >
< delighted , 7.txt >
< disapprobation , 15.txt >
< deny , 22.txt >
< diabolical , 6.txt >
< day , 20.txt >
< deny , 23.txt >
< darkness , 19.txt >
< do , 24.txt >
< down , 17.txt >
< do , 18.txt >
txt >
< desired , 24.txt >
< destination , 3.txt >
< diction , 15.txt >
< don't , 9.txt >
< develop , 3.txt >
< deserve , 9.txt >
< desired , 16.txt >
< don't , 20.txt >
< depend , 24.txt >
< dad , 9.txt >
< darkness , 12.txt >
< do , 19.txt >
< day , 1.txt >
< designs , 2.txt >
< driver , 3.txt >
< defense , 18.txt >
< determines , 24.txt >
< difficulty , 6.txt >
< down , 17.txt >
< drums , 13.txt >
< depend , 25.txt >
< dress , 3.txt >
< didn't , 17.txt >
< determine , 14.txt >
< driver , 3.txt >
< do , 4.txt >
< dressing , 13.txt >
< do , 22.txt >
< davos , 5.txt >
< done , 7.txt >
< do , 23.txt >
< dreaming , 22.txt >
< doctrine , 25.txt >
< death , 8.txt >
< deep , 13.txt >
< deeper , 6.txt >
< divine , 16.txt >
< drunkard , 19.txt >
< drive , 13.txt >
< death , 4.txt >
< dinner , 11.txt >
< dreaming , 23.txt >
< done , 9.txt >
< day , 10.txt >
< determination , 24.txt >
< dashing , 19.txt >
< distinct , 21.txt >
< days , 10.txt >
< death , 8.txt >
< disintegrating , 6.txt >
< distinct , 22.txt >
< daughters , 19.txt >
< dressed , 11.txt >
< distinct , 23.txt >
< dreams , 13.txt >
< danes , 8.txt >
< discernible , 15.txt >
< dregs , 18.txt >
< did , 9.txt >
< doing , 12.txt >
< do , 1.txt >
< do , 22.txt >
< difficulty , 25.txt >
< distinctness , 21.txt >
< done , 9.txt >
< data , 24.txt >
< diocesan , 19.txt >
< don't , 3.txt >
< dead , 10.txt >
< do , 23.txt >
< don't , 3.txt >
< doing , 7.txt >
< decent , 1.txt >
< down , 19.txt >
< duty , 7.txt >
< dependent , 14.txt >
< don't , 12.txt >
< don't , 17.txt >
< door , 20.txt >
< doubt , 22.txt >
< don't , 2.txt >
< doubt , 23.txt >
< death , 19.txt >
< day , 15.txt >

< district , 2.txt >
< digestion , 1.txt >
< dead , 10.txt >
< deliberately , 3.txt >
< down , 15.txt >
< due , 6.txt >
< done , 4.txt >
< day , 1.txt >
< divine , 6.txt >
< diplomatist , 11.txt >
< distinctly , 22.txt >
< drink , 19.txt >
< depend , 21.txt >
< did , 1.txt >
< don't , 9.txt >
< drawn , 8.txt >
< didn't , 2.txt >
< delicate , 20.txt >
< distinctly , 23.txt >
< die , 2.txt >
< day , 18.txt >
< down , 15.txt >
< does , 25.txt >
< day , 9.txt >
< denial , 11.txt >
< divine , 6.txt >
< deprive , 25.txt >
< derived , 22.txt >
< desired , 21.txt >
< death , 4.txt >
< did , 10.txt >
< depositor , 25.txt >
< derived , 23.txt >
< distracted , 16.txt >
< dissolve , 13.txt >
< doctrine , 6.txt >
< davos , 5.txt >
< dead , 2.txt >
< distinctness , 22.txt >
< don't , 2.txt >
< dead , 6.txt >
< departed , 6.txt >
< die , 16.txt >
< distinctness , 23.txt >
< dollars , 3.txt >

< designed , 17.txt >
< did , 7.txt >
< dragging , 19.txt >
< delicate , 20.txt >
< dynamics , 15.txt >
< dangled , 20.txt >
< dewey , 15.txt >
< decimal , 15.txt >
< debris , 18.txt >
< darkness , 6.txt >
< down , 19.txt >
< down , 1.txt >
< do , 7.txt >
< do , 19.txt >
< denizen , 6.txt >
< difficult , 21.txt >
< deep , 18.txt >
< do , 19.txt >
< date , 3.txt >
< discipline , 5.txt >
< dumps , 13.txt >
< down , 13.txt >
< down , 1.txt >
< do , 4.txt >
< duty , 25.txt >
< down , 12.txt >
< daggers , 20.txt >
< dreams , 11.txt >
< desperately , 6.txt >
< dances , 13.txt >
< deaf , 2.txt >
< decided , 17.txt >
< determined , 1.txt >
< didn't , 15.txt >
< dole , 8.txt >
< days , 3.txt >
< dwellings , 8.txt >
< did , 15.txt >
< dislike , 2.txt >
< dire , 8.txt >
< do , 19.txt >
< didn't , 18.txt >
< dane , 8.txt >
< death , 20.txt >
< doomed , 8.txt >
< deeply , 21.txt >
< does , 6.txt >
< didn , 19.txt >
< did , 22.txt >
< drawn , 16.txt >
< drinkers , 9.txt >
< dance , 12.txt >
< detail , 17.txt >
< down , 16.txt >
< didn , 19.txt >
< day , 1.txt >
< damp , 20.txt >
< do , 19.txt >
< disappear , 18.txt >
< did , 23.txt >
< deep , 20.txt >
< done , 9.txt >
< development , 15.txt >
< difficult , 5.txt >
< described , 7.txt >
< dead , 8.txt >
< distinct , 22.txt >
< dearest , 8.txt >
< do , 1.txt >
< decimal , 15.txt >
< duncecap , 15.txt >
< doctrines , 25.txt >
< determining , 24.txt >
< distinct , 23.txt >
< dollars , 3.txt >
< dauntless , 8.txt >
< daylight , 8.txt >
< differentes , 24.txt >
< declared , 24.txt >
< down , 9.txt >
< devised , 15.txt >
< did , 17.txt >
< dined , 10.txt >
< depends , 16.txt >
< decided , 2.txt >
< desperate , 12.txt >
< davis , 3.txt >
< dangerous , 25.txt >
< divine , 16.txt >
< does , 5.txt >

< determine , 24.txt >
< dinner , 12.txt >
< didn't , 12.txt >
< devil , 19.txt >
< did , 19.txt >
< davis' , 3.txt< dependence , 16.txt >
< district , 1.txt >
< degree , 22.txt >
< do , 7.txt >
< down , 17.txt >
< did , 18.txt >
< degree , 23.txt >
< district , 1.txt >
< dreams , 22.txt >
< doubts , 21.txt >
< district , 1.txt >
< denies , 21.txt >
< divine , 16.txt >
< dreams , 23.txt >
< desperate , 6.txt >
< detected , 18.txt >
< dressed , 17.txt >
< dirty , 9.txt >
< don't , 2.txt >
< do , 7.txt >
< distinct , 22.txt >
< did , 18.txt >
< day , 7.txt >
< district , 1.txt >
< did , 10.txt >
< door , 11.txt >
< dark , 1.txt >
< did , 15.txt >
< distinct , 23.txt >
< dinner , 4.txt >
< discover , 22.txt >
< desires , 21.txt >
< disposition , 14.txt >
< door , 11.txt >
< davis , 3.txt >
< day , 4.txt >
< demonstration , 22.txt >
< discover , 23.txt >
< downward , 6.txt >
< demonstration , 23.txt >
< despotism , 25.txt >
< decision , 17.txt >
< demeanor , 1.txt >
< danish , 8.txt >
< days , 3.txt >
< different , 5.txt >
< dead , 8.txt >
< didn't , 20.txt >
< down , 2.txt >
< daren't , 9.txt >
< do , 9.txt >
< distinction , 14.txt >
< danger , 25.txt >
< drunk , 12.txt >
< dreams , 22.txt >
< destruction , 25.txt >
< door , 2.txt >
< dissimilarity , 14.txt >
< door , 12.txt >
< dreams , 23.txt >
< decrepit , 1.txt >
< dawn , 10.txt >
< dog , 19.txt >
< direction , 5.txt >
< did , 4.txt >
< directive , 2.txt >
< difference , 14.txt >
< district , 1.txt >
< death , 10.txt >
< die , 10.txt >
< dawn , 10.txt >
< dogmatic , 25.txt >
< direction , 2.txt >
< didn't , 12.txt >
< desperation , 1.txt >
< day , 11.txt >
< draw , 6.txt >
< deceived , 22.txt >
< death , 8.txt >
< dogmatic , 25.txt >
< did , 12.txt >
< did , 9.txt >
< deceived , 23.txt >
< done , 4.txt >
< deep , 15.txt >
< did , 12.txt >
< demonstration , 25.txt >
< dressed , 13.txt >
< day , 11.txt >
< do , 1.txt >
< did , 20.txt >
< dogmatism , 25.txt >
< done , 17.txt >
< distance , 22.txt >
< dark , 12.txt >
< down , 20.txt >
< distance , 23.txt >
< dependence , 24.txt >
< davos , 5.txt >
< dracula , 10.txt >
< district , 18.txt >
< didn't , 13.txt >
< die , 16.txt >
< dim , 9.txt >
< died , 11.txt >
< don't , 12.txt >
< discover , 21.txt >
< down , 19.txt >
< depend , 14.txt >
< duty , 24.txt >
< death , 4.txt >
< droog , 9.txt >
< down , 4.txt >
< dear , 10.txt >
< dotted , 13.txt >
< dressed , 13.txt >
< determined , 24.txt >
< dead , 6.txt >
< don't , 9.txt >
< don't , 12.txt >
< decoy , 3.txt >
< do , 21.txt >
< dogmatism , 25.txt >
< down , 4.txt >
< doubtful , 6.txt >
< dogmatic , 25.txt >
< day , 16.txt >
< down , 18.txt >
< drawn , 1.txt >
< don't , 18.txt >
< don't , 20.txt >
< days , 11.txt >
< does , 3.txt >
< dragging , 19.txt >
< determining , 24.txt >
< drew , 10.txt >
< deserving , 17.txt >
< day , 5.txt >
< determine , 22.txt >
< dwellers , 8.txt >
< don't , 18.txt >
< day , 9.txt >
< disgruntled , 1.txt >
< did , 2.txt >
< determine , 23.txt >
< drives , 9.txt >
< distinct , 21.txt >
< died , 4.txt >
< do , 3.txt >
< down , 3.txt >
< dim , 9.txt >
< distinctly , 22.txt >
< diamonds , 7.txt >
< destruction , 4.txt >
< deserted , 9.txt >
< dim , 9.txt >
< distinctly , 23.txt >
< disappear , 3.txt >
< do , 6.txt >
< didn't , 18.txt >
< drunk , 1.txt >
< disgusting , 17.txt >
< day , 10.txt >
< different , 3.txt >
< did , 11.txt >
< drunk , 1.txt >
< droogies , 9.txt >
< didst , 16.txt >
< dresser , 18.txt >
< don't , 9.txt >
< day , 1.txt >
t >
< delivery , 18.txt >
< distinctly , 21.txt >
< day , 2.txt >
< days , 9.txt >
< dead , 9.txt >
< did , 15.txt >
< dictate , 22.txt >
< diffuse , 10.txt >
< die , 15.txt >
< do , 4.txt >
< decorated , 18.txt >
< did , 9.txt >
< don't , 3.txt >
< dictate , 23.txt >
< drag , 19.txt >
< detail , 10.txt >
< double , 15.txt >
< dim , 9.txt >
< doesn't , 12.txt >
< denied , 13.txt >
< down , 6.txt >
< distempers , 16.txt >
< days , 8.txt >
< dim , 9.txt >
< distinctly , 21.txt >
< described , 3.txt >
< duty , 24.txt >
< dining , 2.txt >
< dead , 6.txt >
< direction , 13.txt >
< don't , 15.txt >
< delicious , 2.txt >
< die , 7.txt >
< don't , 2.txt >
< do , 11.txt >
< different , 3.txt >
< distracted , 6.txt >
< dashed , 19.txt >
< door , 19.txt >
< don't , 9.txt >
< dozen , 18.txt >
< discover , 7.txt >
< dubious , 21.txt >
< dictates , 1.txt >
< dimity , 4.txt >
< does , 11.txt >
< dropped , 18.txt >
< dogmatic , 25.txt >
< drunk , 13.txt >
< during , 22.txt >
< does , 14.txt >
< difference , 1.txt >
< door , 19.txt >
< during , 23.txt >
< during , 11.txt >
< doesn't , 2.txt >
< death , 1.txt >
< day , 5.txt >
< dim , 9.txt >
< defining , 25.txt >
< damp , 19.txt >
< dark , 2.txt >
< down , 12.txt >
< did , 21.txt >
< demonstrations , 25.txt >
< distinct , 22.txt >
< distinctly , 21.txt >
< days , 9.txt >
< destination , 3.txt >
< do , 11.txt >
< delighted , 5.txt >
< did , 6.txt >
< don't , 4.txt >
< do , 16.txt >
< distinct , 23.txt >
< doing , 18.txt >
< dying , 6.txt >
< down , 2.txt >
< down , 13.txt >
< dead , 15.txt >
< dead , 6.txt >
< dictates , 22.txt >
< door , 2.txt >
< do , 6.txt >
< dim , 9.txt >
< disposition , 24.txt >
< don't , 15.txt >
< dim , 9.txt >
xt >
< direction , 19.txt >
< did , 7.txt >
< decision , 17.txt >
< do , 21.txt >
< don't , 9.txt >
< designed , 18.txt >
< deny , 21.txt >
< days , 9.txt >
< day , 6.txt >
< don't , 9.txt >
< do , 2.txt >
< dim , 9.txt >
< do , 7.txt >
< do , 15.txt >
< decides , 14.txt >
< down , 20.txt >
< dislike , 16.txt >
