< white , 11.txt >
< whiskey , 15.txt >
< warm , 13.txt >
< were , 2.txt >
< were , 14.txt >
< words , 7.txt >
< wild , 8.txt >
< which , 23.txt >
< were , 7.txt >
< whose , 14.txt >
< while , 18.txt >
< was , 11.txt >
< when , 7.txt >
< was , 12.txt >
< which , 21.txt >
< we , 25.txt >
< windows , 10.txt >
< which , 16.txt >
< worth , 14.txt >
< what , 6.txt >
< word , 19.txt >
< we , 6.txt >
< with , 7.txt >
< which , 14.txt >
< was , 15.txt >
< with , 16.txt >
< which , 22.txt >
< which , 24.txt >
< write , 19.txt >
< walks , 1.txt >
< when , 18.txt >
< whiskey , 15.txt >
< who , 13.txt >
< will , 18.txt >
< way , 6.txt >
< windows , 10.txt >
< walk , 11.txt >
< with , 11.txt >
< windows , 13.txt >
< we're , 2.txt >
< waiting , 13.txt >
< winter , 3.txt >
< world , 24.txt >
< was , 19.txt >

< with , 23.txt >

< was , 13.txt >
< with , 1.txt >
< whose , 24.txt >
< which , 23.txt >
< were , 12.txt >
< with , 19.txt >
< west , 10.txt >
< work , 5.txt >
< world , 24.txt >
< warrior , 8.txt >
< with , 22.txt >
< wind , 20.txt >
< will , 5.txt >
< well , 10.txt >
< which , 22.txt >
< without , 24.txt >
< we , 17.txt >
< wasting , 13.txt >
< wave , 8.txt >
< with , 24.txt >
< who , 1.txt >
< without , 25.txt >
< will , 17.txt >
< way , 23.txt >
< will , 6.txt >
< with , 5.txt >
< we , 24.txt >

< which , 21.txt >
< without , 19.txt >
< wasn't , 15.txt >
< we , 12.txt >
< was , 10.txt >
< were , 11.txt >
< which , 23.txt >
< world , 24.txt >
< way , 22.txt >
< what , 15.txt >
< way , 21.txt >
< when , 13.txt >
< which , 24.txt >
< we , 24.txt >
< which , 25.txt >
< we , 2.txt >
< was , 15.txt >
< words , 20.txt >
< worried , 18.txt >
< with , 1.txt >
< what , 12.txt >
< which , 22.txt >
< will , 18.txt >
< we , 12.txt >
< which , 5.txt >
< want , 12.txt >
< was , 15.txt >
< work , 5.txt >
< way , 8.txt >
< with , 13.txt >
< was , 10.txt >
< wouldn't , 15.txt >
< world , 24.txt >
< will , 18.txt >
< what , 23.txt >
< will , 14.txt >
< windows , 10.txt >
< want , 12.txt >
< were , 16.txt >
< were , 10.txt >
< without , 25.txt >
< where , 18.txt >
< with , 17.txt >
< worthy , 23.txt >
< where , 10.txt >
< was , 20.txt >
< whether , 14.txt >
< want , 18.txt >
< was , 11.txt >
< who , 7.txt >
< what , 22.txt >
< would , 19.txt >
< who , 1.txt >
< who , 18.txt >
< why , 7.txt >
< without , 25.txt >
< which , 24.txt >
< which , 23.txt >
< was , 7.txt >
< worthy , 22.txt >
< want , 12.txt >
< who , 15.txt >
< want , 3.txt >
< who're , 15.txt >
< which , 19.txt >
< wood , 11.txt >
< which , 10.txt >
< wind , 23.txt >
< waited , 13.txt >
< will , 24.txt >
< worrying , 15.txt >
< with , 6.txt >
< was , 8.txt >
< what , 3.txt >
< well , 12.txt >
< which , 21.txt >
< were , 10.txt >
< with , 2.txt >
< which , 22.txt >
< world , 15.txt >
< was , 8.txt >
< would , 7.txt >
< was , 13.txt >
< we , 12.txt >
< when , 5.txt >
< well , 17.txt >
< whom , 6.txt >
< west , 10.txt >
< which , 23.txt >
< was , 10.txt >
< wind , 22.txt >
< we , 12.txt >
< write , 19.txt >
< worth , 14.txt >
< when , 18.txt >
< which , 24.txt >
< was , 11.txt >
< we , 12.txt >
< who , 7.txt >
< where , 17.txt >
< while , 11.txt >
< wants , 14.txt >
< what , 19.txt >
< which , 22.txt >
< were , 24.txt >
< wrote , 19.txt >
< with , 24.txt >
< was , 13.txt >
< was , 20.txt >
< words , 8.txt >
< would , 24.txt >
< wrote , 6.txt >
< where , 2.txt >
< wherein , 25.txt >
< would , 14.txt >
< woman , 19.txt >
< were , 16.txt >
< with , 10.txt >
< worse , 18.txt >
< without , 14.txt >
< with , 5.txt >
< what , 3.txt >
< when , 17.txt >
< with , 7.txt >
< wished , 13.txt >
< when , 18.txt >
< whose , 10.txt >
< will , 24.txt >
< well , 13.txt >
< wild , 11.txt >
< with , 2.txt >
< while , 13.txt >
< what , 15.txt >
< want , 14.txt >
< world , 24.txt >
< what , 12.txt >
< wise , 6.txt >
< woven , 8.txt >
< with , 16.txt >
< was , 18.txt >
< war , 8.txt >
< was , 12.txt >
< who , 18.txt >
< with , 6.txt >
< was , 20.txt >
< warden , 8.txt >
< which , 23.txt >
< was , 10.txt >

< why , 21.txt >
< was , 7.txt >
< which , 14.txt >
< will , 25.txt >
< with , 18.txt >
< was , 13.txt >
< wish , 14.txt >
< which , 22.txt >
< with , 1.txt >
< we , 6.txt >
< ways , 25.txt >
< with , 13.txt >
< what , 12.txt >
< wholly , 14.txt >
< was , 12.txt >
< would , 18.txt >
< woke , 15.txt >
< with , 19.txt >
< was , 13.txt >
< way , 17.txt >
< worth , 14.txt >
< white , 11.txt >
< work , 2.txt >
< will , 24.txt >
< windows , 10.txt >
< when , 24.txt >
< where , 3.txt >
< without , 6.txt >
< were , 10.txt >
< without , 1.txt >
< which , 14.txt >
< why , 1.txt >
< which , 25.txt >
< which , 24.txt >
< we , 6.txt >
< white , 12.txt >
< welcome , 8.txt >
< was , 13.txt >
< window , 15.txt >
< with , 19.txt >
< which , 23.txt >
< we , 6.txt >
< weder , 8.txt >
< well , 1.txt >
< we , 2.txt >
< wasn't , 13.txt >
< who , 7.txt >
< whose , 14.txt >
< without , 6.txt >
< what , 15.txt >
< with , 20.txt >
< witch's , 20.txt >
< written , 12.txt >
< whilst , 10.txt >
< we , 18.txt >
< will , 14.txt >
< whoops , 2.txt >
< which , 22.txt >
< were , 21.txt >
< wealth , 10.txt >
< what , 24.txt >
< whistles , 2.txt >
< we , 2.txt >
< with , 18.txt >
< water , 3.txt >

< walk , 2.txt >
< which , 10.txt >
< worlds , 6.txt >
< with , 8.txt >
< was , 20.txt >
< were , 24.txt >
< with , 25.txt >
< which , 6.txt >
< we , 6.txt >
< why , 19.txt >

< willingly , 16.txt >
< with , 5.txt >
< weeping , 12.txt >
< wildly , 20.txt >
< with , 23.txt >
< world , 13.txt >
< while , 15.txt >
< we're , 2.txt >
< were , 21.txt >
< who , 17.txt >
< was , 15.txt >
< whatever , 7.txt >
< walls , 1.txt >
< was , 11.txt >
< works , 17.txt >
< when , 23.txt >
< was , 8.txt >
< with , 17.txt >
< which , 6.txt >
< with , 5.txt >
< which , 21.txt >
< which , 22.txt >
< were , 7.txt >
< whole , 19.txt >
< was , 15.txt >
< will , 5.txt >
< would , 24.txt >
< would , 7.txt >
< with , 22.txt >
< window , 1.txt >
< where , 23.txt >
< withal , 16.txt >
< when , 22.txt >
< was , 10.txt >
< which , 25.txt >
< with , 18.txt >
< winning , 5.txt >
< what , 13.txt >
< who , 7.txt >
< would , 18.txt >
< with , 10.txt >
< was , 7.txt >
< was , 13.txt >
< with , 25.txt >
< when , 13.txt >
< we , 13.txt >
< with , 8.txt >
< were , 13.txt >
< was , 20.txt >
< was , 10.txt >
< workers , 5.txt >
< where , 22.txt >
< when , 19.txt >
< with , 23.txt >
< will , 3.txt >
< when , 15.txt >
< which , 16.txt >
< world , 5.txt >
< which , 21.txt >
< was , 15.txt >
< which , 10.txt >
< which , 16.txt >
< warwick , 13.txt >
< was , 8.txt >
< way , 12.txt >
< which , 23.txt >
< without , 25.txt >
< whom , 21.txt >
< word , 18.txt >
< with , 22.txt >
< was , 7.txt >
< whatsoever , 16.txt >
< what , 15.txt >
< was , 10.txt >
< with , 13.txt >
< wiring , 3.txt >
< which , 22.txt >
< whom , 21.txt >
< was , 18.txt >
< when , 7.txt >
< which , 24.txt >
< wheeled , 18.txt >
< want , 3.txt >
< weaker , 23.txt >
< which , 10.txt >
< with , 24.txt >
< will , 17.txt >
< who , 2.txt >
< wind , 20.txt >
< whose , 14.txt >
< was , 8.txt >
< worth , 14.txt >
< what , 18.txt >
< weaker , 22.txt >
< why , 11.txt >
< was , 7.txt >
< with , 17.txt >
< where , 16.txt >
< when , 24.txt >
< with , 12.txt >
< which , 23.txt >
< wave , 17.txt >
< what , 24.txt >
< where , 11.txt >
< we , 11.txt >
< what , 19.txt >
< with , 20.txt >
< way , 23.txt >
< wind , 8.txt >
< whose , 14.txt >
< was , 13.txt >

< were , 25.txt >
< want , 3.txt >
< which , 22.txt >
< which , 24.txt >
< we , 15.txt >

< while , 20.txt >
< with , 23.txt >
< way , 22.txt >
< whispered , 7.txt >
< what , 15.txt >
< way , 11.txt >
< wholly , 19.txt >
< which , 11.txt >
< which , 14.txt >
< woman , 2.txt >
< with , 2.txt >
< with , 19.txt >
< which , 23.txt >
< who , 7.txt >
< where , 10.txt >
< well , 11.txt >
< was , 7.txt >
< what , 15.txt >
< with , 22.txt >
< which , 14.txt >
< whole , 5.txt >
< white , 1.txt >
< whenever , 6.txt >
< white , 11.txt >
< which , 22.txt >
< waves , 8.txt >
< won't , 18.txt >
< with , 3.txt >
< what , 23.txt >
< with , 10.txt >
< which , 25.txt >
< was , 25.txt >
< were , 19.txt >
< whatever , 14.txt >
< would , 14.txt >
< wood , 11.txt >
< whilst , 16.txt >
< wished , 7.txt >
< was , 11.txt >
< we , 6.txt >
< worth , 14.txt >
< will , 21.txt >
< was , 12.txt >
< world , 19.txt >
< who's , 18.txt >
< which , 25.txt >
< world , 19.txt >
< where , 6.txt >
< worth , 14.txt >
< what , 22.txt >
< we , 6.txt >
< were , 14.txt >
< would , 24.txt >
< we're , 17.txt >
< writing , 10.txt >
< whose , 2.txt >
< was , 19.txt >
< what , 11.txt >
< we , 6.txt >
< who , 16.txt >
< would , 14.txt >
< when , 25.txt >
< with , 2.txt >
< we , 7.txt >
< winds , 8.txt >
< walked , 19.txt >
< whiles , 16.txt >
< witness , 13.txt >
< who , 2.txt >
< waiting , 20.txt >
< what , 7.txt >
< whatever , 14.txt >
< was , 15.txt >
< which , 18.txt >
< what , 16.txt >
< was , 12.txt >
< when , 23.txt >
< were , 19.txt >
< wasn't , 15.txt >
< we , 23.txt >
< with , 1.txt >
< want , 3.txt >
< worse , 5.txt >
< wild , 1.txt >
< who , 8.txt >
< with , 10.txt >
< will , 24.txt >
< when , 22.txt >
< were , 11.txt >
< will , 14.txt >
< we , 22.txt >
< who , 16.txt >
< were , 7.txt >
< water , 8.txt >
< whole , 5.txt >
< will , 17.txt >
< waited , 8.txt >
< were , 7.txt >
< wed , 20.txt >

< watched , 8.txt >
< woman , 11.txt >
< with , 25.txt >
< want , 3.txt >
< we've , 12.txt >
< which , 14.txt >
< would , 1.txt >
< what , 23.txt >
< we , 7.txt >
< work , 5.txt >
< with , 5.txt >
< where , 17.txt >
< we've , 12.txt >
< watched , 12.txt >
< we , 1.txt >
< when , 18.txt >
< which , 21.txt >
< which , 14.txt >
< wooded , 3.txt >
< with , 8.txt >
< word , 6.txt >
< would , 6.txt >
< what , 22.txt >
< waking , 23.txt >
< which , 24.txt >
< which , 25.txt >
< with , 2.txt >
< was , 19.txt >
< where , 13.txt >
< wild , 1.txt >
< would , 6.txt >
< which , 21.txt >
< were , 19.txt >
< would , 13.txt >
< waking , 22.txt >
< were , 7.txt >
< were , 16.txt >
< want , 3.txt >
< was , 13.txt >
< when , 15.txt >
< will , 14.txt >
< wasn't , 13.txt >
< with , 18.txt >
< was , 19.txt >
< which , 24.txt >
< with , 23.txt >
< was , 8.txt >
< whole , 24.txt >
< with , 11.txt >
< which , 21.txt >
< when , 25.txt >
< wholly , 16.txt >
< wall , 6.txt >
< whilst , 10.txt >
< with , 19.txt >
< would , 1.txt >
< with , 24.txt >
< world , 6.txt >
< when , 15.txt >
< with , 22.txt >
< why , 12.txt >
< with , 1.txt >
< we've , 12.txt >
< was , 19.txt >
< waiting , 18.txt >
< who , 21.txt >
< would , 6.txt >
< wholly , 16.txt >
< when , 13.txt >
< will , 15.txt >
< which , 25.txt >
< was , 13.txt >
< which , 24.txt >
< would , 24.txt >
< with , 17.txt >
< what , 23.txt >
< when , 21.txt >
< water , 20.txt >
< written , 2.txt >
< whats , 1.txt >
< we , 12.txt >
< will , 24.txt >
< we , 20.txt >
< waited , 20.txt >
< with , 24.txt >
< what , 22.txt >
< which , 7.txt >
< which , 23.txt >
< worrying , 11.txt >
< when , 12.txt >
< we , 24.txt >
< which , 5.txt >
< without , 11.txt >
< winning , 2.txt >
< wise , 8.txt >
< which , 23.txt >
< water , 17.txt >
< we , 20.txt >
< which , 16.txt >
< wary , 8.txt >
< we , 17.txt >
< would , 1.txt >
< which , 22.txt >
< winters , 8.txt >
< which , 24.txt >
< which , 23.txt >
< which , 16.txt >
< was , 11.txt >
< walls , 8.txt >
< wheels , 19.txt >
< what , 1.txt >
< which , 22.txt >
< would , 25.txt >
< without , 19.txt >
< woman , 13.txt >
< ways , 23.txt >
< was , 12.txt >
< why , 21.txt >
< wonder , 1.txt >
< which , 22.txt >
< well , 18.txt >
< what , 15.txt >
< we , 15.txt >
< ways , 8.txt >
< world , 1.txt >
< where , 1.txt >
< was , 13.txt >

< which , 23.txt >
< ways , 22.txt >
< warned , 15.txt >
< we , 15.txt >
< we , 7.txt >
< which , 14.txt >
< who's , 15.txt >
< what , 12.txt >
< was , 13.txt >
< we , 2.txt >
< which , 22.txt >
< would , 1.txt >
< whilst , 10.txt >
< who , 17.txt >
< wounds , 11.txt >
< white , 20.txt >
< was , 17.txt >
< we , 13.txt >
< will , 14.txt >
< work , 6.txt >
< world , 19.txt >
< want , 12.txt >
< which , 21.txt >
< woods , 1.txt >
< whom , 7.txt >
< with , 6.txt >
< warn , 18.txt >
< what , 15.txt >
< wasn't , 2.txt >
< was , 12.txt >
< was , 8.txt >
< we , 15.txt >
 >
< world , 7.txt >
< which , 24.txt >
< were , 1.txt >
< why , 12.txt >
< will , 14.txt >
< why , 21.txt >
< we , 15.txt >

< wish , 21.txt >
< which , 24.txt >
< way , 10.txt >
< we , 24.txt >
< words , 7.txt >
< what , 1.txt >
< who , 17.txt >
< work , 11.txt >
< writtenñaristotle , 6.txt >
< wretched , 19.txt >
< why , 12.txt >
< was , 20.txt >
< whether , 23.txt >
< whether , 21.txt >
< whether , 14.txt >
< ways , 22.txt >
< who , 21.txt >
< when , 18.txt >
< wind , 12.txt >
< way , 2.txt >
< which , 10.txt >
< which , 25.txt >
< why , 11.txt >
< we , 24.txt >
< whether , 22.txt >
< worry , 17.txt >
< waiting , 1.txt >
< what , 16.txt >
< what , 15.txt >
< whom , 21.txt >
< will , 24.txt >

< which , 3.txt >
< we'd , 2.txt >
< we , 15.txt >

< what , 16.txt >
< when , 10.txt >
< would , 6.txt >
< we , 14.txt >
< will , 14.txt >
< will , 7.txt >
< will , 11.txt >
< whether , 14.txt >
< who , 17.txt >
< wrong , 6.txt >
< will , 23.txt >
< which , 16.txt >
< waves , 20.txt >
< will , 23.txt >
< we , 12.txt >

< which , 24.txt >
< was , 8.txt >
< winnings , 2.txt >
< who , 5.txt >
< will , 24.txt >
< well , 13.txt >
< who , 23.txt >
< will , 22.txt >
< we , 1.txt >
< without , 5.txt >
< will , 22.txt >
< woman , 11.txt >
< with , 23.txt >
< we , 18.txt >
< with , 17.txt >
< we , 21.txt >
< what's , 13.txt >
< who , 7.txt >
< which , 24.txt >
< was , 6.txt >
< will , 14.txt >
< was , 15.txt >
< were , 10.txt >
< with , 19.txt >
< working , 5.txt >
< with , 13.txt >
< without , 12.txt >
< who , 22.txt >
< way , 8.txt >
< with , 2.txt >
< wood , 12.txt >
< with , 22.txt >
< woman , 8.txt >
< was , 15.txt >
< which , 10.txt >
< who , 7.txt >
< way , 13.txt >
< who , 19.txt >
< want , 12.txt >
< wearing , 17.txt >
< we , 18.txt >
< were , 21.txt >
< which , 16.txt >
< well , 20.txt >
< what , 2.txt >
< with , 23.txt >
< whole , 1.txt >
< weaver , 8.txt >
< was , 15.txt >
< world , 16.txt >
< wood , 12.txt >
< were , 21.txt >
< who , 14.txt >
< with , 23.txt >
< we , 18.txt >
< whispers , 17.txt >
< which , 25.txt >
< well , 11.txt >
< was , 15.txt >
< when , 11.txt >
< warrior , 8.txt >
< were , 16.txt >
< want , 12.txt >
< whether , 14.txt >
< was , 18.txt >
< with , 22.txt >
< whom , 5.txt >
< wrath , 8.txt >
< what , 16.txt >
< with , 14.txt >
< warning , 10.txt >
< wandered , 11.txt >
< which , 24.txt >
< what , 20.txt >
< will , 13.txt >
< with , 22.txt >
< will , 24.txt >
< whereas , 24.txt >
< when , 20.txt >
< wood , 11.txt >
< world , 19.txt >
< worry , 12.txt >
< would , 21.txt >
< when , 10.txt >
< will , 24.txt >
< write , 3.txt >
< why , 13.txt >
< what , 16.txt >
< with , 6.txt >
< what , 7.txt >
< will , 23.txt >
< will , 5.txt >
< weight , 25.txt >
< was , 11.txt >
< worry , 5.txt >
< with , 5.txt >
< will , 7.txt >
< will , 3.txt >
< would , 15.txt >
< with , 19.txt >
< wrought , 8.txt >
< which , 21.txt >
< when , 2.txt >
< will , 5.txt >
< was , 20.txt >
< what , 10.txt >
< war , 12.txt >
< who , 6.txt >
< went , 8.txt >
< which , 23.txt >
< were , 2.txt >
< will , 22.txt >
< when , 10.txt >
< was , 15.txt >
< where , 7.txt >

< will , 2.txt >
< written , 10.txt >
< waiting , 7.txt >
< want , 17.txt >
< wall , 6.txt >
< write , 3.txt >
< whether , 16.txt >
< will , 6.txt >
< wear , 1.txt >
< which , 25.txt >
< winnings , 2.txt >
< which , 14.txt >
< which , 22.txt >
< who , 6.txt >
< worry , 12.txt >
< was , 11.txt >
< went , 6.txt >
< we , 15.txt >
< we , 18.txt >
< when , 7.txt >
< will , 6.txt >
< write , 3.txt >
< when , 25.txt >
< was , 7.txt >
< where , 8.txt >
< warning , 10.txt >
< wiser , 6.txt >
< was , 11.txt >
< we , 2.txt >
< were , 23.txt >
< we , 7.txt >
 >
< whatever , 5.txt >
< will , 2.txt >
< win , 12.txt >
< wasn't , 20.txt >
< when , 7.txt >
< words , 12.txt >
< will , 1.txt >
< winter , 19.txt >
< was , 10.txt >
< was , 21.txt >
< way , 14.txt >
< window , 15.txt >
< with , 19.txt >
< which , 7.txt >
< we , 23.txt >
< were , 22.txt >
< which , 20.txt >
< with , 10.txt >

< writing , 13.txt >
< wouldn't , 17.txt >
< would , 11.txt >
< will , 24.txt >
< were , 19.txt >
< which , 10.txt >
< we , 18.txt >
< week , 13.txt >
< warriors , 8.txt >
< was , 5.txt >
>
< was , 18.txt >
< worse , 2.txt >
< were , 23.txt >
< with , 20.txt >
< which , 6.txt >
< with , 24.txt >
< who , 7.txt >
< wide , 10.txt >
< we , 22.txt >
< without , 10.txt >
< was , 13.txt >
< with , 1.txt >

< water , 20.txt >
< were , 23.txt >
< which , 10.txt >
< were , 22.txt >
< were , 1.txt >
< within , 11.txt >
< which , 25.txt >
< were , 18.txt >
< wanta , 15.txt >
< we , 7.txt >
< watch , 15.txt >
< wide , 19.txt >
< would , 21.txt >
< with , 12.txt >
< when , 2.txt >
< with , 19.txt >
< was , 8.txt >
< what , 16.txt >
< was , 15.txt >
< was , 11.txt >
< will , 15.txt >
< weight , 25.txt >
< watch , 15.txt >
< were , 22.txt >
< which , 21.txt >
< was , 13.txt >
< where , 10.txt >
< without , 12.txt >
< which , 24.txt >
< with , 25.txt >
< while , 7.txt >
< win , 1.txt >
< which , 21.txt >
< would , 23.txt >
< we , 5.txt >
< with , 1.txt >
< warrior , 8.txt >
< wisely , 8.txt >
< watch , 15.txt >
< with , 5.txt >
< who's , 17.txt >
< which , 5.txt >
< with , 14.txt >
< without , 19.txt >
< was , 13.txt >
>
< whereby , 23.txt >
< worst , 1.txt >
< with , 2.txt >
< woke , 8.txt >
< were , 10.txt >
< were , 23.txt >
< without , 24.txt >
< which , 24.txt >
< would , 22.txt >
< was , 11.txt >
< without , 7.txt >
< waiting , 7.txt >
< war , 5.txt >
< wont , 1.txt >
< war , 8.txt >
< wars , 10.txt >
< will , 5.txt >
< with , 19.txt >
< with , 8.txt >
< which , 21.txt >
< whereby , 22.txt >
< was , 20.txt >
< which , 25.txt >
< what'd , 15.txt >
< way , 12.txt >
< when , 20.txt >
< write , 15.txt >
< words , 23.txt >
< when , 2.txt >
< were , 22.txt >
< was , 11.txt >
< who , 12.txt >
< we're , 15.txt >
< we , 17.txt >
< was , 18.txt >
< whilst , 7.txt >
< weight , 25.txt >
< wall , 12.txt >
< with , 25.txt >
< would , 11.txt >
< with , 8.txt >
< will , 1.txt >
< will , 14.txt >
< whose , 19.txt >
< war , 5.txt >
< would , 19.txt >
< was , 11.txt >
< will , 5.txt >
< what , 15.txt >
